monthly_income,income_per_capita,family_size,num_dependents,age,employment_years,months_employed_last_2yrs,total_assets,total_liabilities,net_worth,credit_score,employment_status,housing_status,education_level,marital_status,nationality_group,has_disability,need_score,eligible,support_amount
9530.0,1361.43,7,5,61,14.7,10,497000.0,103600.0,393400.0,825,employed,owned,bachelor,single,resident,no,0.3633157916666667,1,9780.0
14920.0,2984.0,5,4,28,24.3,22,348200.0,277900.0,70300.0,478,employed,rented,none,married,resident,no,0.3588140476190476,1,3080.0
37810.0,37810.0,1,0,37,27.5,14,1612100.0,580700.0,1031400.0,546,self_employed,family,high_school,single,resident,no,-0.21557142857142855,0,0.0
9630.0,2407.5,4,0,49,21.2,18,291600.0,144200.0,147400.0,622,employed,government_housing,bachelor,married,resident,no,0.18106625,0,0.0
1890.0,315.0,6,3,28,1.0,2,66600.0,41700.0,24900.0,591,unemployed,family,none,single,resident,no,0.7895617857142857,1,12240.0
4240.0,706.67,6,3,59,3.9,15,144500.0,36300.0,108200.0,625,retired,government_housing,high_school,married,resident,no,0.5844153392857142,1,10760.0
13800.0,4600.0,3,1,31,29.3,14,617100.0,170300.0,446800.0,681,employed,owned,bachelor,married,resident,no,-0.08554666666666666,0,0.0
8520.0,2130.0,4,3,44,2.1,20,379900.0,109500.0,270400.0,557,retired,rented,high_school,married,resident,no,0.4063778571428572,1,4350.0
8950.0,2237.5,4,0,36,15.5,19,393400.0,189500.0,203900.0,565,retired,owned,bachelor,single,resident,no,0.3129876785714286,1,3990.0
320.0,106.67,3,0,51,1.3,5,41300.0,1300.0,40000.0,552,unemployed,rented,bachelor,married,resident,no,0.729999625,1,6930.0
610.0,87.14,7,1,29,1.4,3,34600.0,8800.0,25800.0,542,unemployed,government_housing,bachelor,married,resident,no,0.7762143690476191,1,14860.0
1490.0,745.0,2,0,25,0.7,6,84700.0,18000.0,66700.0,498,unemployed,family,high_school,married,citizen,no,0.6796996428571429,1,4270.0
2380.0,476.0,5,0,43,0.6,0,102800.0,75900.0,26900.0,388,unemployed,owned,high_school,married,resident,no,0.7867492857142857,1,9990.0
950.0,237.5,4,1,59,0.2,2,16800.0,7100.0,9700.0,730,unemployed,family,diploma,single,citizen,no,0.7032195833333333,1,8580.0
7160.0,1790.0,4,0,49,25.8,20,296600.0,234900.0,61700.0,772,employed,owned,bachelor,married,resident,no,0.26453000000000004,0,0.0
1900.0,1900.0,1,0,55,0.8,12,230900.0,38600.0,192300.0,653,student,family,bachelor,married,citizen,no,0.318945,0,0.0
17340.0,8670.0,2,1,40,19.5,10,721700.0,67300.0,654400.0,757,self_employed,family,high_school,widowed,resident,no,-0.12070666666666663,0,0.0
2170.0,271.25,8,1,27,1.3,2,62000.0,5400.0,56600.0,536,unemployed,owned,bachelor,married,resident,no,0.7481505654761905,1,15000.0
19920.0,3984.0,5,1,40,24.8,22,491100.0,199200.0,291900.0,676,employed,owned,bachelor,single,citizen,no,-0.029531666666666664,0,0.0
17650.0,5883.33,3,1,65,1.5,22,467500.0,240900.0,226600.0,600,employed,owned,diploma,single,citizen,no,0.020094761904761907,0,0.0
16260.0,2710.0,6,3,56,26.0,22,269200.0,148400.0,120800.0,553,self_employed,family,bachelor,single,resident,no,0.33327357142857145,1,4370.0
18550.0,3710.0,5,0,52,13.1,20,739700.0,204100.0,535600.0,584,self_employed,rented,bachelor,single,resident,yes,0.25787928571428576,1,1110.0
8600.0,2866.67,3,1,34,2.1,22,448600.0,116000.0,332600.0,577,employed,family,diploma,married,resident,no,0.12363724404761907,0,0.0
29670.0,9890.0,3,2,47,5.8,18,319400.0,225300.0,94100.0,563,employed,rented,bachelor,divorced,resident,no,0.12094595238095238,0,0.0
19240.0,4810.0,4,0,49,7.7,23,393600.0,100900.0,292700.0,498,employed,rented,bachelor,divorced,resident,no,0.021912142857142866,0,0.0
14360.0,3590.0,4,3,50,7.8,19,403800.0,207000.0,196800.0,727,self_employed,rented,bachelor,widowed,resident,no,0.15224500000000002,0,0.0
8550.0,2850.0,3,2,61,26.7,22,190600.0,20600.0,170000.0,589,employed,rented,bachelor,married,resident,no,0.20889880952380951,0,0.0
1480.0,370.0,4,1,51,1.9,22,200700.0,48800.0,151900.0,653,student,family,bachelor,married,citizen,no,0.5385433333333333,1,8070.0
6370.0,1274.0,5,1,30,21.9,17,304500.0,7300.0,297200.0,688,employed,government_housing,high_school,married,resident,yes,0.5734883333333334,1,7680.0
8050.0,2683.33,3,2,30,24.7,14,308100.0,138800.0,169300.0,607,employed,family,high_school,single,resident,no,0.2176084702380952,1,2300.0
9960.0,1992.0,5,2,48,7.4,10,499500.0,60700.0,438800.0,673,employed,rented,diploma,married,resident,no,0.17648666666666668,1,5280.0
22650.0,4530.0,5,2,59,6.7,8,859000.0,283600.0,575400.0,565,self_employed,owned,bachelor,married,resident,no,-0.011151904761904752,0,0.0
5470.0,1367.5,4,1,63,4.0,23,166600.0,102700.0,63900.0,631,self_employed,rented,postgraduate,single,resident,no,0.39298172619047617,1,5850.0
770.0,770.0,1,0,48,0.2,0,39500.0,30000.0,9500.0,667,unemployed,government_housing,high_school,single,citizen,no,0.61005,1,2530.0
2260.0,565.0,4,3,44,1.1,9,215500.0,125800.0,89700.0,679,student,family,bachelor,married,resident,no,0.6050425,1,7780.0
6070.0,3035.0,2,0,57,9.8,19,357500.0,90000.0,267500.0,622,employed,family,diploma,single,citizen,no,0.0684375,0,0.0
400.0,100.0,4,2,64,1.4,7,185500.0,17000.0,168500.0,691,unemployed,owned,high_school,married,citizen,no,0.6964416666666666,1,8840.0
7090.0,1772.5,4,0,22,15.9,11,207300.0,126300.0,81000.0,601,employed,rented,diploma,divorced,resident,no,0.28774375,1,4890.0
19810.0,19810.0,1,0,34,24.4,23,469200.0,211600.0,257600.0,620,employed,rented,diploma,single,citizen,no,-0.035517142857142844,0,0.0
17020.0,8510.0,2,0,36,0.6,13,324300.0,94500.0,229800.0,603,employed,owned,bachelor,married,resident,no,-0.01607285714285714,0,0.0
9020.0,4510.0,2,0,46,16.1,22,206000.0,4100.0,201900.0,707,employed,family,bachelor,single,resident,no,-0.03316499999999999,0,0.0
11430.0,2286.0,5,3,34,18.9,18,268500.0,113600.0,154900.0,433,self_employed,owned,bachelor,widowed,resident,no,0.43761,0,0.0
360.0,51.43,7,5,34,1.7,5,84100.0,25600.0,58500.0,634,unemployed,owned,high_school,married,resident,no,0.8495486488095239,1,15000.0
2440.0,348.57,7,4,22,1.0,2,223300.0,30700.0,192600.0,689,unemployed,rented,postgraduate,widowed,resident,no,0.7267092083333334,1,13870.0
13180.0,6590.0,2,0,21,16.4,11,318600.0,105900.0,212700.0,535,self_employed,rented,high_school,single,resident,no,0.06626928571428571,0,0.0
4860.0,1215.0,4,3,41,19.4,22,110700.0,4600.0,106100.0,726,self_employed,family,diploma,married,resident,no,0.4511775000000001,1,6250.0
10490.0,1748.33,6,1,65,1.8,20,438700.0,49800.0,388900.0,706,employed,rented,diploma,single,citizen,no,0.18803120833333337,0,0.0
14310.0,7155.0,2,1,34,2.9,17,688200.0,130600.0,557600.0,633,employed,rented,postgraduate,widowed,resident,no,-0.11461238095238092,0,0.0
10490.0,2098.0,5,3,31,0.8,23,363100.0,74100.0,289000.0,850,employed,rented,bachelor,married,resident,no,0.250325,0,0.0
350.0,116.67,3,2,32,1.3,0,116500.0,4200.0,112300.0,555,unemployed,rented,bachelor,single,citizen,no,0.768522005952381,1,6980.0
680.0,226.67,3,0,64,1.1,14,37500.0,14100.0,23400.0,678,student,family,high_school,married,resident,no,0.5663096249999999,1,6510.0
21150.0,3525.0,6,3,50,12.0,24,757700.0,496800.0,260900.0,651,employed,rented,bachelor,single,resident,no,0.0996225,0,0.0
19650.0,3930.0,5,0,50,13.3,20,252100.0,14900.0,237200.0,589,self_employed,rented,high_school,married,resident,yes,0.33471214285714285,1,1000.0
2330.0,1165.0,2,1,29,1.6,0,146300.0,2500.0,143800.0,643,unemployed,family,bachelor,married,resident,no,0.5559408333333333,1,3670.0
1430.0,715.0,2,0,61,1.6,1,48800.0,10900.0,37900.0,847,unemployed,family,diploma,single,citizen,no,0.6062975,1,4190.0
21350.0,5337.5,4,3,29,14.0,20,513700.0,325200.0,188500.0,625,self_employed,owned,bachelor,widowed,citizen,no,0.12331071428571429,0,0.0
9000.0,3000.0,3,1,64,8.6,15,129400.0,28300.0,101100.0,614,self_employed,family,high_school,divorced,citizen,no,0.2060197619047619,0,0.0
2470.0,1235.0,2,1,63,1.8,0,51900.0,22200.0,29700.0,559,unemployed,rented,none,married,resident,yes,0.9360008333333333,1,4170.0
3700.0,528.57,7,0,46,28.4,18,240700.0,10200.0,230500.0,663,retired,rented,postgraduate,single,resident,yes,0.747360875,1,13270.0
20970.0,2330.0,9,1,60,16.3,22,686900.0,122400.0,564500.0,603,employed,rented,high_school,married,resident,no,0.08799047619047617,0,0.0
420.0,105.0,4,1,65,1.9,13,195300.0,68400.0,126900.0,557,student,rented,bachelor,married,resident,no,0.6302486904761905,1,8740.0
9630.0,2407.5,4,3,47,23.5,12,209500.0,88000.0,121500.0,599,employed,government_housing,bachelor,single,resident,no,0.30327410714285713,0,0.0
20.0,4.0,5,2,55,1.9,7,5400.0,2400.0,3000.0,740,unemployed,family,diploma,single,resident,no,0.7651666666666667,1,11140.0
15700.0,3925.0,4,3,47,9.0,16,246900.0,113600.0,133300.0,505,employed,rented,high_school,married,citizen,yes,0.48213964285714284,1,1000.0
14330.0,3582.5,4,1,44,7.8,16,693800.0,242000.0,451800.0,659,employed,owned,none,single,citizen,no,-0.04032791666666666,0,0.0
10380.0,5190.0,2,1,36,21.7,15,377600.0,292900.0,84700.0,497,employed,family,high_school,single,citizen,no,0.12861690476190477,0,0.0
7960.0,1592.0,5,2,50,17.4,22,282700.0,211300.0,71400.0,493,employed,rented,high_school,single,resident,no,0.4397909523809523,1,6680.0
12840.0,2568.0,5,4,33,29.3,20,335100.0,253100.0,82000.0,585,employed,rented,none,single,resident,no,0.34037619047619044,1,4090.0
8320.0,1386.67,6,2,29,25.0,22,406000.0,177100.0,228900.0,592,employed,rented,diploma,single,resident,no,0.35119414880952377,1,8370.0
4970.0,2485.0,2,1,33,4.5,22,318300.0,106300.0,212000.0,796,employed,government_housing,high_school,divorced,resident,no,0.16707083333333334,0,0.0
7370.0,1842.5,4,1,21,29.1,13,340300.0,262300.0,78000.0,527,employed,family,high_school,single,citizen,no,0.35653779761904764,1,4850.0
2370.0,395.0,6,3,63,1.5,5,43800.0,26200.0,17600.0,682,unemployed,rented,bachelor,single,resident,no,0.7494025,1,11940.0
5010.0,1002.0,5,2,32,24.2,17,205100.0,120800.0,84300.0,698,retired,rented,none,single,citizen,no,0.5119366666666667,1,8260.0
410.0,136.67,3,2,56,0.3,2,60200.0,43700.0,16500.0,625,unemployed,rented,bachelor,single,resident,yes,1.0598020059523807,1,7380.0
6040.0,1510.0,4,2,40,10.0,24,206000.0,146200.0,59800.0,755,employed,family,none,single,resident,no,0.36336166666666664,1,5530.0
6360.0,1590.0,4,1,36,1.2,16,257800.0,5100.0,252700.0,645,employed,government_housing,bachelor,married,resident,no,0.25637047619047615,0,0.0
5930.0,5930.0,1,0,31,4.5,21,300300.0,216300.0,84000.0,704,retired,family,diploma,widowed,resident,yes,0.4081,1,1000.0
17980.0,2996.67,6,3,57,13.8,21,370600.0,211200.0,159400.0,589,employed,family,diploma,married,citizen,no,0.22944176785714282,1,3350.0
13120.0,2624.0,5,3,44,4.6,9,446600.0,198700.0,247900.0,579,employed,rented,postgraduate,married,resident,no,0.24610642857142861,0,0.0
2470.0,2470.0,1,0,41,1.8,16,200000.0,80900.0,119100.0,831,student,rented,bachelor,married,resident,no,0.28044,0,0.0
1280.0,640.0,2,0,50,1.6,10,126400.0,44100.0,82300.0,784,student,rented,diploma,married,resident,no,0.49919500000000006,1,4110.0
16220.0,8110.0,2,1,57,18.4,23,479100.0,60500.0,418600.0,727,employed,rented,bachelor,married,citizen,no,-0.07567666666666667,0,0.0
1330.0,665.0,2,0,50,1.8,2,114700.0,46000.0,68700.0,725,unemployed,government_housing,diploma,married,resident,yes,0.9011425000000001,1,4690.0
23530.0,23530.0,1,0,42,2.9,16,855800.0,47800.0,808000.0,719,employed,owned,diploma,divorced,resident,no,-0.2453,0,0.0
1490.0,372.5,4,3,61,0.3,3,174700.0,52300.0,122400.0,542,unemployed,rented,bachelor,married,citizen,no,0.7769680357142857,1,8420.0
7180.0,2393.33,3,1,61,6.8,15,292500.0,92800.0,199700.0,635,employed,owned,high_school,divorced,citizen,no,0.1902601369047619,0,0.0
22060.0,4412.0,5,3,64,17.7,16,669900.0,471500.0,198400.0,834,employed,owned,none,married,citizen,no,0.06806000000000002,0,0.0
6940.0,3470.0,2,0,25,21.2,14,75000.0,40300.0,34700.0,712,self_employed,family,high_school,married,resident,no,0.12247999999999999,0,0.0
6180.0,1030.0,6,1,61,26.4,18,181700.0,74800.0,106900.0,528,employed,family,diploma,married,citizen,no,0.43725761904761906,1,9570.0
1930.0,482.5,4,0,29,1.7,6,72900.0,13700.0,59200.0,679,unemployed,rented,high_school,widowed,resident,no,0.62499875,1,7970.0
15320.0,15320.0,1,0,48,20.2,10,238000.0,38600.0,199400.0,707,employed,family,bachelor,divorced,resident,no,-0.03228999999999999,0,0.0
4770.0,2385.0,2,1,50,27.3,23,169100.0,25200.0,143900.0,589,retired,family,high_school,married,resident,no,0.3370129761904762,1,2120.0
720.0,240.0,3,1,30,1.6,2,153100.0,12700.0,140400.0,608,unemployed,rented,bachelor,married,resident,yes,0.9811933333333334,1,7110.0
46250.0,7708.33,6,0,21,4.2,21,569500.0,343100.0,226400.0,561,self_employed,rented,bachelor,married,citizen,no,0.04661714285714287,0,0.0
520.0,260.0,2,0,63,0.2,0,181500.0,66300.0,115200.0,662,unemployed,owned,diploma,single,resident,yes,0.93043,1,5140.0
7240.0,7240.0,1,0,61,23.2,16,180700.0,48900.0,131800.0,585,employed,rented,bachelor,single,resident,no,0.028512857142857152,0,0.0
10210.0,3403.33,3,1,28,5.5,16,399400.0,207000.0,192400.0,668,self_employed,rented,postgraduate,single,resident,no,0.10811870833333333,0,0.0
18180.0,4545.0,4,2,48,19.9,11,204800.0,143700.0,61100.0,568,employed,owned,bachelor,divorced,resident,no,0.12963880952380952,0,0.0
8410.0,1201.43,7,4,27,9.2,22,147700.0,52400.0,95300.0,632,retired,family,high_school,single,resident,no,0.5626031726190475,1,10640.0
2410.0,482.0,5,4,46,1.3,4,106700.0,51100.0,55600.0,703,unemployed,family,high_school,divorced,resident,no,0.7596483333333333,1,9930.0
7140.0,2380.0,3,2,35,26.6,19,377000.0,56000.0,321000.0,549,retired,government_housing,bachelor,single,citizen,no,0.3317809523809524,0,0.0
5760.0,1920.0,3,1,54,5.3,12,146100.0,23000.0,123100.0,833,retired,rented,high_school,married,citizen,no,0.3617483333333334,0,0.0
1390.0,198.57,7,2,46,0.7,13,175600.0,41200.0,134400.0,550,student,family,diploma,single,resident,no,0.6544303988095238,1,14290.0
16050.0,16050.0,1,0,43,13.3,20,556900.0,62100.0,494800.0,474,employed,family,postgraduate,married,resident,no,-0.035108571428571406,0,0.0
2930.0,586.0,5,1,51,0.3,11,211600.0,143800.0,67800.0,663,student,rented,bachelor,single,resident,no,0.5436783333333333,1,9350.0
2730.0,910.0,3,2,42,21.7,21,120700.0,66700.0,54000.0,792,self_employed,family,none,married,resident,no,0.47039166666666665,1,5340.0
11210.0,1601.43,7,5,21,0.3,9,168000.0,34600.0,133400.0,493,employed,rented,bachelor,married,citizen,no,0.5170300773809524,1,9170.0
6130.0,766.25,8,4,47,0.7,9,275400.0,201500.0,73900.0,574,self_employed,rented,diploma,married,resident,no,0.5896937797619046,1,13820.0
5910.0,844.29,7,5,56,29.6,19,252500.0,6900.0,245600.0,551,employed,rented,postgraduate,single,resident,no,0.5297954702380953,1,11840.0
11120.0,1853.33,6,3,43,17.8,21,577400.0,250900.0,326500.0,473,employed,family,high_school,married,resident,no,0.3658682321428571,1,6990.0
9260.0,1852.0,5,4,28,3.3,18,374800.0,297900.0,76900.0,654,employed,rented,diploma,married,citizen,no,0.3855683333333333,1,5950.0
11230.0,2246.0,5,3,21,10.5,9,295400.0,36200.0,259200.0,850,employed,government_housing,bachelor,single,resident,no,0.244105,0,0.0
5580.0,1395.0,4,2,34,11.8,22,267200.0,78600.0,188600.0,679,self_employed,rented,bachelor,single,resident,no,0.3687191666666667,1,5760.0
2360.0,393.33,6,0,55,28.8,22,145500.0,700.0,144800.0,579,retired,family,high_school,married,resident,no,0.5331418035714286,1,11620.0
1780.0,296.67,6,3,35,1.3,5,52200.0,32900.0,19300.0,690,unemployed,family,high_school,single,citizen,no,0.759869625,1,12250.0
3660.0,1830.0,2,1,64,0.9,11,255900.0,63600.0,192300.0,619,self_employed,government_housing,diploma,widowed,resident,no,0.3028676190476191,1,2620.0
14780.0,2463.33,6,5,35,25.1,16,216200.0,72500.0,143700.0,534,employed,rented,bachelor,single,citizen,no,0.39303275595238096,1,5200.0
14840.0,4946.67,3,0,40,13.9,22,447000.0,45200.0,401800.0,704,employed,owned,high_school,single,resident,no,-0.10312999999999997,0,0.0
11560.0,5780.0,2,0,55,4.8,21,285000.0,69400.0,215600.0,850,employed,government_housing,bachelor,single,citizen,no,-0.03796,0,0.0
2250.0,562.5,4,3,48,1.5,1,43200.0,4100.0,39100.0,734,unemployed,government_housing,diploma,single,resident,no,0.72303375,1,7960.0
15280.0,2546.67,6,5,22,1.2,11,476700.0,127600.0,349100.0,602,employed,family,high_school,divorced,resident,no,0.27290986309523807,1,4770.0
60.0,20.0,3,0,24,0.6,0,14000.0,9800.0,4200.0,597,unemployed,rented,high_school,single,citizen,no,0.7265657142857143,1,7060.0
1030.0,171.67,6,1,29,1.7,1,136800.0,81800.0,55000.0,631,unemployed,rented,bachelor,single,citizen,no,0.7056276011904763,1,12540.0
20520.0,4104.0,5,4,60,23.9,15,657700.0,279400.0,378300.0,657,self_employed,rented,high_school,married,resident,no,0.07592833333333332,0,0.0
2090.0,418.0,5,0,22,0.1,11,77600.0,20800.0,56800.0,720,retired,owned,postgraduate,single,resident,no,0.520595,1,9740.0
14380.0,4793.33,3,0,24,9.3,15,484300.0,217300.0,267000.0,651,employed,rented,high_school,single,citizen,no,-0.05595000000000001,0,0.0
4180.0,2090.0,2,1,56,15.9,22,165000.0,77300.0,87700.0,679,retired,family,high_school,married,resident,yes,0.6550133333333333,1,2890.0
2020.0,505.0,4,1,49,1.0,0,118000.0,93700.0,24300.0,539,unemployed,owned,high_school,single,resident,no,0.7314444047619048,1,8090.0
1690.0,338.0,5,4,65,1.3,3,193800.0,100.0,193700.0,745,unemployed,owned,high_school,single,resident,no,0.7275133333333332,1,10250.0
860.0,430.0,2,1,30,0.2,0,68200.0,25200.0,43000.0,620,unemployed,family,bachelor,single,resident,no,0.6870511904761905,1,4600.0
7750.0,1550.0,5,1,50,1.4,10,276200.0,209600.0,66600.0,729,retired,family,high_school,married,citizen,yes,0.7231483333333333,1,7210.0
3110.0,444.29,7,3,27,0.9,21,118200.0,69900.0,48300.0,661,student,rented,bachelor,married,citizen,no,0.6331123750000001,1,13390.0
4530.0,906.0,5,3,47,18.4,20,255100.0,65600.0,189500.0,518,employed,rented,high_school,married,resident,no,0.4946785714285714,1,8480.0
1020.0,204.0,5,3,25,0.6,0,67000.0,23200.0,43800.0,564,unemployed,owned,high_school,married,resident,no,0.8108628571428572,1,10710.0
230.0,46.0,5,2,61,0.5,4,127200.0,38400.0,88800.0,751,unemployed,rented,postgraduate,married,resident,yes,1.0304116666666667,1,11430.0
9580.0,1596.67,6,4,39,12.4,14,346500.0,192800.0,153700.0,585,employed,family,high_school,single,citizen,no,0.4245558154761904,1,7850.0
880.0,176.0,5,0,32,1.4,18,28500.0,14100.0,14400.0,599,student,family,diploma,married,citizen,no,0.604302857142857,1,10470.0
16430.0,16430.0,1,0,65,10.2,22,624700.0,33200.0,591500.0,811,employed,family,bachelor,married,resident,yes,0.13047499999999998,0,0.0
11810.0,2362.0,5,1,23,8.6,15,357300.0,50000.0,307300.0,508,self_employed,rented,high_school,married,citizen,no,0.2661961904761904,0,0.0
7390.0,1847.5,4,3,56,5.2,13,406400.0,174900.0,231500.0,712,employed,rented,high_school,married,citizen,no,0.29863124999999996,0,0.0
5450.0,681.25,8,6,43,16.3,21,211000.0,126900.0,84100.0,694,employed,rented,high_school,married,resident,no,0.581424375,1,14150.0
7830.0,3915.0,2,1,51,18.8,9,295000.0,112500.0,182500.0,559,retired,rented,high_school,widowed,citizen,no,0.16852083333333334,0,0.0
14400.0,2880.0,5,2,32,21.8,23,357400.0,102600.0,254800.0,583,employed,rented,high_school,single,resident,no,0.179272380952381,0,0.0
11120.0,2780.0,4,2,60,9.7,12,372400.0,104400.0,268000.0,721,employed,rented,high_school,divorced,resident,no,0.1476166666666667,0,0.0
7570.0,1514.0,5,3,41,14.7,14,272500.0,131200.0,141300.0,662,employed,family,postgraduate,married,citizen,no,0.36771999999999994,0,0.0
8610.0,4305.0,2,0,39,15.2,21,216400.0,107800.0,108600.0,730,self_employed,family,high_school,married,citizen,no,0.03699,0,0.0
920.0,230.0,4,2,41,0.5,4,115800.0,67700.0,48100.0,610,unemployed,government_housing,none,married,resident,no,0.7468138095238096,1,8660.0
5300.0,5300.0,1,0,34,28.5,17,258400.0,98300.0,160100.0,584,retired,family,bachelor,single,resident,no,0.11917928571428574,0,0.0
14370.0,3592.5,4,0,35,21.5,22,445100.0,152100.0,293000.0,664,employed,owned,bachelor,married,citizen,no,-0.019206249999999994,0,0.0
10730.0,1341.25,8,4,27,20.9,12,257000.0,122000.0,135000.0,691,self_employed,owned,high_school,married,resident,no,0.46019270833333326,1,11330.0
19690.0,3281.67,6,5,42,7.7,21,551200.0,180500.0,370700.0,657,employed,rented,diploma,divorced,resident,no,0.1552337916666667,0,0.0
6870.0,1374.0,5,0,42,19.4,14,256000.0,137700.0,118300.0,668,self_employed,owned,bachelor,single,citizen,no,0.32902,1,7060.0
8190.0,2047.5,4,1,38,24.2,10,247600.0,127300.0,120300.0,732,employed,family,bachelor,married,citizen,no,0.2483845833333333,0,0.0
6950.0,1158.33,6,4,65,26.1,11,161900.0,99600.0,62300.0,655,employed,rented,bachelor,single,resident,no,0.46871620833333333,1,9230.0
9050.0,4525.0,2,0,26,1.4,15,171200.0,16300.0,154900.0,603,employed,family,high_school,married,citizen,no,0.010142142857142863,0,0.0
8950.0,1278.57,7,3,61,18.6,23,237500.0,110500.0,127000.0,675,self_employed,government_housing,diploma,married,resident,no,0.4367108750000001,1,10180.0
7250.0,1812.5,4,2,60,21.6,21,270000.0,83100.0,186900.0,571,self_employed,owned,bachelor,married,resident,no,0.3674882738095238,1,4930.0
7640.0,3820.0,2,0,22,5.6,10,213600.0,153300.0,60300.0,448,employed,family,high_school,divorced,resident,no,0.15207357142857142,0,0.0
1870.0,467.5,4,3,52,0.7,6,160200.0,97100.0,63100.0,578,unemployed,rented,diploma,married,citizen,no,0.7664641071428572,1,8210.0
2500.0,833.33,3,0,30,1.6,1,93800.0,64000.0,29800.0,777,unemployed,family,postgraduate,single,resident,no,0.595820375,1,5640.0
10850.0,3616.67,3,2,22,25.2,22,386600.0,299800.0,86800.0,691,employed,family,bachelor,married,citizen,no,0.11691129166666667,0,0.0
970.0,242.5,4,0,59,1.9,4,109700.0,38200.0,71500.0,772,unemployed,family,high_school,single,resident,no,0.6476937500000001,1,8490.0
8710.0,1742.0,5,2,26,15.4,23,353300.0,64000.0,289300.0,623,retired,family,diploma,widowed,citizen,no,0.3723652380952381,1,6200.0
6300.0,1260.0,5,4,34,7.4,11,283600.0,184200.0,99400.0,750,employed,rented,diploma,married,resident,no,0.4442933333333333,1,7520.0
29090.0,7272.5,4,3,25,28.3,18,846200.0,249900.0,596300.0,616,self_employed,rented,bachelor,single,resident,no,-0.014276428571428579,0,0.0
20730.0,2303.33,9,5,27,27.8,17,662400.0,461200.0,201200.0,539,employed,family,bachelor,single,resident,no,0.38805061309523814,1,8220.0
750.0,187.5,4,0,23,2.0,4,78200.0,23700.0,54500.0,568,unemployed,family,bachelor,single,resident,no,0.7066883928571429,1,8690.0
17950.0,4487.5,4,0,58,25.2,12,317200.0,194200.0,123000.0,572,employed,family,diploma,married,resident,no,0.039021428571428575,0,0.0
80.0,16.0,5,3,23,0.9,1,8000.0,2300.0,5700.0,648,unemployed,family,high_school,married,citizen,no,0.7973478571428572,1,11160.0
10660.0,2132.0,5,4,55,22.9,17,282400.0,138600.0,143800.0,758,employed,family,high_school,single,citizen,no,0.33065333333333335,1,5170.0
8220.0,2740.0,3,1,28,6.2,12,287300.0,34200.0,253100.0,604,self_employed,family,diploma,divorced,resident,no,0.18778404761904763,1,2170.0
3480.0,1740.0,2,1,62,0.1,23,161800.0,24200.0,137600.0,598,student,rented,bachelor,married,resident,yes,0.719137619047619,1,3340.0
9080.0,1816.0,5,1,59,25.9,16,390100.0,134000.0,256100.0,708,employed,family,bachelor,single,resident,no,0.22689833333333334,0,0.0
3160.0,3160.0,1,0,49,12.7,10,177100.0,30700.0,146400.0,716,retired,family,postgraduate,married,resident,no,0.18076,0,0.0
1020.0,340.0,3,1,58,0.4,16,43800.0,14300.0,29500.0,657,student,family,bachelor,married,resident,no,0.5847583333333333,1,6370.0
6070.0,2023.33,3,0,34,11.7,14,122500.0,35600.0,86900.0,648,retired,family,high_school,widowed,resident,no,0.33060323214285714,1,3460.0
17120.0,4280.0,4,3,56,7.5,21,645700.0,461800.0,183900.0,605,employed,rented,diploma,married,resident,no,0.09884928571428572,0,0.0
1190.0,297.5,4,3,30,1.2,0,216300.0,47900.0,168400.0,668,unemployed,family,high_school,single,resident,no,0.70759125,1,8470.0
5160.0,737.14,7,5,48,8.9,8,258700.0,180800.0,77900.0,531,employed,rented,bachelor,married,resident,no,0.6119734166666667,1,12340.0
14260.0,2376.67,6,0,62,7.2,10,471000.0,303200.0,167800.0,705,employed,rented,high_school,married,resident,no,0.16139462499999999,1,5110.0
5480.0,1826.67,3,1,53,25.7,8,170200.0,116500.0,53700.0,592,retired,family,diploma,married,resident,yes,0.7296808154761905,1,4350.0
1900.0,380.0,5,2,33,1.1,2,13500.0,2800.0,10700.0,579,unemployed,rented,bachelor,single,citizen,no,0.7607430952380952,1,10190.0
6370.0,3185.0,2,1,54,19.6,20,184600.0,126000.0,58600.0,651,self_employed,rented,bachelor,single,resident,no,0.17951083333333331,1,1080.0
18210.0,9105.0,2,1,60,26.6,22,457400.0,291200.0,166200.0,647,employed,family,none,divorced,resident,no,0.014377619047619049,0,0.0
2050.0,341.67,6,0,61,1.5,5,157700.0,122800.0,34900.0,790,unemployed,family,high_school,married,citizen,no,0.649347125,1,11950.0
1440.0,480.0,3,2,54,0.5,2,131900.0,6100.0,125800.0,744,unemployed,government_housing,bachelor,married,citizen,no,0.6686366666666667,1,6280.0
8490.0,2830.0,3,1,53,28.2,11,265800.0,180100.0,85700.0,518,employed,owned,diploma,married,citizen,no,0.24789190476190476,0,0.0
2680.0,536.0,5,0,56,29.2,24,207300.0,137200.0,70100.0,619,retired,family,high_school,single,resident,no,0.5203792857142857,1,9440.0
18730.0,2341.25,8,2,54,9.2,13,266600.0,194000.0,72600.0,617,employed,family,high_school,single,resident,no,0.2842231845238095,0,0.0
8980.0,2993.33,3,2,27,1.1,23,180400.0,74300.0,106100.0,726,employed,owned,high_school,married,citizen,no,0.1802820416666667,0,0.0
1420.0,473.33,3,0,57,1.2,1,42000.0,5500.0,36500.0,741,unemployed,owned,bachelor,married,citizen,no,0.6339753750000001,1,6240.0
2480.0,620.0,4,2,29,1.0,20,153300.0,73900.0,79400.0,618,student,owned,bachelor,single,resident,no,0.5874123809523809,1,7640.0
